ticket_id,company_id,company_name,industry,ai_agent_id,ai_agent_name,agent_tier,channel,category,region,created_at,resolved_at,resolution_time_min,first_response_sec,interaction_turns,was_escalated,resolution_status,customer_sentiment,satisfaction_score,complexity_flag
TKT-C003-02653,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,damaged_goods,Voronezh,2024-02-13 14:09:50,2024-02-13 14:39:50,30,19,8,True,escalated_to_human,negative,3.0,False
TKT-C003-02654,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,delivery_delay,Samara,2024-06-01 03:08:11,2024-06-01 03:26:11,18,13,8,False,resolved_by_ai,neutral,5.0,False
TKT-C003-02655,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,damaged_goods,Krasnoyarsk,2024-01-25 06:30:49,2024-01-25 07:09:49,39,9,2,False,resolved_by_ai,positive,5.0,False
TKT-C003-02656,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,lost_parcel,Ufa,2024-06-03 18:18:25,2024-06-03 21:44:25,206,22,4,False,resolved_by_ai,positive,,False
TKT-C003-02657,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,invoice,Yekaterinburg,2024-04-21 03:39:12,2024-04-21 04:02:12,23,16,10,True,escalated_to_human,positive,,False
TKT-C003-02658,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,damaged_goods,Voronezh,2024-04-15 12:43:24,2024-04-15 13:25:24,42,15,7,True,escalated_to_human,negative,2.0,False
TKT-C003-02659,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,lost_parcel,Perm,2024-06-28 09:04:23,2024-06-28 09:32:23,28,28,2,False,resolved_by_ai,neutral,5.0,False
TKT-C003-02660,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,delivery_delay,Perm,2024-05-06 06:20:09,2024-05-06 06:46:09,26,18,1,False,resolved_by_ai,positive,,False
TKT-C003-02661,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,address_change,Samara,2024-04-11 20:00:22,2024-04-11 20:14:22,14,19,8,True,escalated_to_human,negative,1.0,False
TKT-C003-02662,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,pickup_request,Moscow,2024-01-16 23:17:45,2024-01-16 23:53:45,36,30,6,True,escalated_to_human,negative,,False
TKT-C003-02663,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,pickup_request,Novosibirsk,2024-04-23 01:04:29,2024-04-23 01:16:29,12,7,2,False,resolved_by_ai,positive,4.0,False
TKT-C003-02664,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,refund_request,Saint Petersburg,2024-05-04 10:43:52,2024-05-04 11:03:52,20,13,1,False,resolved_by_ai,positive,4.0,False
TKT-C003-02665,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,tracking_issue,Kazan,2024-01-23 12:36:45,2024-01-23 13:00:45,24,21,5,False,resolved_by_ai,positive,,False
TKT-C003-02666,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,pickup_request,Rostov-on-Don,2024-01-27 23:07:40,2024-01-28 01:06:40,119,14,1,False,resolved_by_ai,positive,5.0,False
TKT-C003-02667,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,address_change,Saint Petersburg,2024-02-25 10:08:38,2024-02-25 10:13:38,5,16,6,False,resolved_by_ai,positive,,False
TKT-C003-02668,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,refund_request,Nizhny Novgorod,2024-06-29 13:41:54,2024-06-29 14:12:54,31,11,2,False,resolved_by_ai,positive,,False
TKT-C003-02669,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,tracking_issue,Voronezh,2024-06-19 19:31:54,2024-06-19 19:59:54,28,18,7,False,resolved_by_ai,neutral,,False
TKT-C003-02670,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,address_change,Moscow,2024-05-29 06:52:36,2024-05-29 07:21:36,29,23,7,False,resolved_by_ai,positive,4.0,False
TKT-C003-02671,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,pickup_request,Voronezh,2024-06-06 21:37:06,2024-06-06 22:00:06,23,21,6,False,resolved_by_ai,neutral,,False
TKT-C003-02672,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,pickup_request,Ufa,2024-06-02 00:42:09,2024-06-02 00:48:09,6,11,8,False,resolved_by_ai,neutral,2.0,False
TKT-C003-02673,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,delivery_delay,Voronezh,2024-03-17 15:23:29,2024-03-17 15:51:29,28,10,12,True,escalated_to_human,negative,4.0,False
TKT-C003-02674,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,lost_parcel,Kazan,2024-05-21 07:56:08,2024-05-21 08:32:08,36,15,5,False,resolved_by_ai,positive,,False
TKT-C003-02675,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,damaged_goods,Perm,2024-01-26 07:00:31,2024-01-26 07:17:31,17,24,5,False,resolved_by_ai,positive,,False
TKT-C003-02676,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,refund_request,Chelyabinsk,2024-05-09 16:47:25,2024-05-09 17:13:25,26,10,6,False,resolved_by_ai,positive,2.0,False
TKT-C003-02677,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,invoice,Yekaterinburg,2024-05-24 12:44:53,2024-05-24 13:00:53,16,23,8,False,resolved_by_ai,positive,,False
TKT-C003-02678,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,refund_request,Chelyabinsk,2024-04-28 22:02:33,2024-04-28 22:30:33,28,26,3,False,resolved_by_ai,positive,,False
TKT-C003-02679,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,lost_parcel,Omsk,2024-05-18 04:31:40,2024-05-18 05:37:40,66,15,6,False,resolved_by_ai,positive,4.0,False
TKT-C003-02680,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,pickup_request,Yekaterinburg,2024-04-14 17:27:39,2024-04-14 18:34:39,67,28,6,False,resolved_by_ai,positive,,False
TKT-C003-02681,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,damaged_goods,Krasnoyarsk,2024-05-28 01:00:44,2024-05-28 01:07:44,7,18,4,False,resolved_by_ai,positive,4.0,False
TKT-C003-02682,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,damaged_goods,Saint Petersburg,2024-04-24 11:47:16,2024-04-24 12:03:16,16,16,3,True,escalated_to_human,neutral,2.0,False
TKT-C003-02683,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,invoice,Samara,2024-05-09 13:27:35,2024-05-09 13:40:35,13,11,4,False,resolved_by_ai,neutral,4.0,False
TKT-C003-02684,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,delivery_delay,Nizhny Novgorod,2024-04-12 04:43:38,2024-04-12 05:52:38,69,9,4,False,resolved_by_ai,positive,5.0,False
TKT-C003-02685,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,lost_parcel,Kazan,2024-03-24 02:03:04,2024-03-24 02:42:04,39,8,8,False,resolved_by_ai,neutral,5.0,False
TKT-C003-02686,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,invoice,Chelyabinsk,2024-06-15 17:42:19,2024-06-15 18:41:19,59,18,7,False,resolved_by_ai,positive,4.0,False
TKT-C003-02687,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,pickup_request,Krasnoyarsk,2024-01-31 14:17:35,2024-01-31 14:58:35,41,19,5,False,resolved_by_ai,negative,5.0,False
TKT-C003-02688,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,refund_request,Omsk,2024-01-28 17:30:30,2024-01-28 17:50:30,20,18,2,False,resolved_by_ai,neutral,3.0,False
TKT-C003-02689,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,invoice,Volgograd,2024-05-20 16:41:12,2024-05-20 17:51:12,70,11,2,False,resolved_by_ai,neutral,4.0,False
TKT-C003-02690,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,refund_request,Nizhny Novgorod,2024-06-11 03:57:25,2024-06-11 04:01:25,4,12,5,False,resolved_by_ai,neutral,,False
TKT-C003-02691,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,damaged_goods,Rostov-on-Don,2024-05-23 12:47:03,2024-05-23 12:57:03,10,24,4,True,escalated_to_human,negative,,False
TKT-C003-02692,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,delivery_delay,Novosibirsk,2024-05-23 16:31:03,2024-05-23 17:03:03,32,23,6,False,resolved_by_ai,positive,5.0,False
TKT-C003-02693,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,damaged_goods,Krasnoyarsk,2024-05-07 18:11:02,2024-05-07 18:36:02,25,18,5,False,resolved_by_ai,positive,5.0,False
TKT-C003-02694,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,refund_request,Chelyabinsk,2024-03-10 03:02:09,2024-03-10 03:29:09,27,28,8,True,escalated_to_human,neutral,4.0,False
TKT-C003-02695,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,refund_request,Rostov-on-Don,2024-03-23 21:23:19,2024-03-23 21:50:19,27,25,5,False,resolved_by_ai,neutral,5.0,False
TKT-C003-02696,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,address_change,Yekaterinburg,2024-02-20 01:20:55,2024-02-20 02:10:55,50,16,4,False,resolved_by_ai,positive,5.0,False
TKT-C003-02697,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,invoice,Chelyabinsk,2024-05-12 12:41:24,2024-05-12 13:04:24,23,15,8,False,resolved_by_ai,positive,,False
TKT-C003-02698,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,pickup_request,Moscow,2024-04-28 18:44:46,2024-04-28 19:44:46,60,11,5,False,resolved_by_ai,positive,,False
TKT-C003-02699,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,damaged_goods,Saint Petersburg,2024-03-14 10:03:05,2024-03-14 10:17:05,14,16,5,True,escalated_to_human,negative,,False
TKT-C003-02700,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,tracking_issue,Yekaterinburg,2024-01-01 11:21:00,2024-01-01 11:31:00,10,13,5,False,resolved_by_ai,positive,2.0,False
TKT-C003-02701,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,invoice,Yekaterinburg,2024-01-03 16:15:34,2024-01-03 17:09:34,54,22,6,False,resolved_by_ai,neutral,5.0,False
TKT-C003-02702,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,address_change,Nizhny Novgorod,2024-03-23 23:14:54,2024-03-23 23:32:54,18,23,9,True,escalated_to_human,negative,5.0,False
TKT-C003-02703,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,refund_request,Chelyabinsk,2024-02-03 17:31:10,2024-02-03 19:16:10,105,20,10,True,escalated_to_human,neutral,3.0,False
TKT-C003-02704,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,lost_parcel,Moscow,2024-03-31 18:04:43,2024-03-31 19:43:43,99,24,3,False,resolved_by_ai,neutral,,False
TKT-C003-02705,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,damaged_goods,Kazan,2024-04-06 08:38:27,2024-04-06 08:57:27,19,19,11,True,escalated_to_human,positive,4.0,False
TKT-C003-02706,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,pickup_request,Novosibirsk,2024-04-11 17:48:43,2024-04-11 18:23:43,35,12,6,False,resolved_by_ai,positive,5.0,False
TKT-C003-02707,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,invoice,Nizhny Novgorod,2024-05-26 21:11:49,2024-05-26 21:14:49,3,11,2,False,resolved_by_ai,positive,,False
TKT-C003-02708,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,tracking_issue,Kazan,2024-02-14 13:02:53,2024-02-14 13:07:53,5,12,8,False,resolved_by_ai,positive,3.0,False
TKT-C003-02709,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,lost_parcel,Krasnoyarsk,2024-05-21 01:06:11,2024-05-21 01:17:11,11,24,3,False,resolved_by_ai,positive,4.0,False
TKT-C003-02710,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,lost_parcel,Novosibirsk,2024-04-09 02:31:35,2024-04-09 02:47:35,16,21,4,True,escalated_to_human,negative,,False
TKT-C003-02711,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,lost_parcel,Chelyabinsk,2024-05-15 08:34:13,2024-05-15 09:36:13,62,23,6,False,resolved_by_ai,positive,,False
TKT-C003-02712,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,tracking_issue,Nizhny Novgorod,2024-06-28 09:39:32,2024-06-28 09:45:32,6,26,8,False,resolved_by_ai,neutral,4.0,False
TKT-C003-02713,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,pickup_request,Krasnoyarsk,2024-03-21 12:27:12,2024-03-21 12:59:12,32,23,9,True,escalated_to_human,positive,2.0,False
TKT-C003-02714,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,address_change,Saint Petersburg,2024-05-22 19:30:28,2024-05-22 20:58:28,88,23,6,False,resolved_by_ai,neutral,4.0,False
TKT-C003-02715,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,refund_request,Ufa,2024-01-27 19:07:41,2024-01-27 19:17:41,10,22,4,False,resolved_by_ai,positive,1.0,False
TKT-C003-02716,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,lost_parcel,Kazan,2024-06-02 07:40:05,2024-06-02 07:52:05,12,17,2,False,resolved_by_ai,neutral,3.0,False
TKT-C003-02717,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,pickup_request,Chelyabinsk,2024-04-11 03:19:05,2024-04-11 03:36:05,17,18,12,True,escalated_to_human,neutral,2.0,False
TKT-C003-02718,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,address_change,Volgograd,2024-06-22 07:31:32,2024-06-22 07:39:32,8,7,4,False,resolved_by_ai,neutral,,False
TKT-C003-02719,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,delivery_delay,Novosibirsk,2024-06-01 21:59:58,2024-06-01 22:25:58,26,16,4,False,resolved_by_ai,positive,4.0,False
TKT-C003-02720,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,lost_parcel,Volgograd,2024-05-23 03:47:11,2024-05-23 04:14:11,27,28,6,True,escalated_to_human,negative,4.0,False
TKT-C003-02721,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,address_change,Omsk,2024-03-15 02:42:28,2024-03-15 03:15:28,33,20,2,False,resolved_by_ai,positive,4.0,False
TKT-C003-02722,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,address_change,Krasnoyarsk,2024-05-22 05:48:56,2024-05-22 06:06:56,18,7,3,False,resolved_by_ai,positive,3.0,False
TKT-C003-02723,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,tracking_issue,Krasnoyarsk,2024-03-13 16:27:27,2024-03-13 16:51:27,24,31,6,False,resolved_by_ai,positive,,False
TKT-C003-02724,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,delivery_delay,Kazan,2024-06-28 04:20:58,2024-06-28 05:03:58,43,26,5,False,resolved_by_ai,neutral,,False
TKT-C003-02725,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,invoice,Kazan,2024-05-28 20:41:49,2024-05-28 21:39:49,58,22,1,False,resolved_by_ai,positive,5.0,False
TKT-C003-02726,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,pickup_request,Yekaterinburg,2024-01-27 04:05:17,2024-01-27 04:33:17,28,10,3,False,resolved_by_ai,positive,4.0,False
TKT-C003-02727,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,refund_request,Kazan,2024-04-11 04:41:34,2024-04-11 05:02:34,21,15,1,False,resolved_by_ai,neutral,,False
TKT-C003-02728,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,lost_parcel,Samara,2024-06-23 06:41:42,2024-06-23 07:27:42,46,7,2,False,resolved_by_ai,negative,,False
TKT-C003-02729,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,pickup_request,Chelyabinsk,2024-06-04 18:46:04,2024-06-04 19:02:04,16,20,1,False,resolved_by_ai,positive,,False
TKT-C003-02730,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,invoice,Volgograd,2024-03-12 23:28:25,2024-03-12 23:43:25,15,11,12,True,escalated_to_human,neutral,1.0,False
TKT-C003-02731,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,lost_parcel,Krasnoyarsk,2024-05-19 21:35:31,2024-05-19 21:56:31,21,16,2,False,resolved_by_ai,neutral,5.0,False
TKT-C003-02732,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,lost_parcel,Moscow,2024-02-26 04:42:48,2024-02-26 04:48:48,6,12,7,False,resolved_by_ai,positive,5.0,False
TKT-C003-02733,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,pickup_request,Yekaterinburg,2024-01-25 04:26:33,2024-01-25 05:13:33,47,20,3,False,resolved_by_ai,positive,5.0,False
TKT-C003-02734,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,damaged_goods,Rostov-on-Don,2024-05-06 03:57:35,2024-05-06 04:29:35,32,4,5,True,escalated_to_human,neutral,,False
TKT-C003-02735,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,delivery_delay,Rostov-on-Don,2024-02-08 06:31:18,2024-02-08 06:58:18,27,17,3,False,resolved_by_ai,positive,4.0,False
TKT-C003-02736,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,address_change,Voronezh,2024-04-07 20:46:08,2024-04-07 21:19:08,33,25,2,False,resolved_by_ai,neutral,,False
TKT-C003-02737,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,delivery_delay,Moscow,2024-05-14 21:03:07,2024-05-14 22:14:07,71,13,4,False,resolved_by_ai,positive,4.0,False
TKT-C003-02738,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,address_change,Kazan,2024-04-03 07:29:01,2024-04-03 07:45:01,16,28,2,False,resolved_by_ai,positive,4.0,False
TKT-C003-02739,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,delivery_delay,Yekaterinburg,2024-02-25 09:19:15,2024-02-25 09:47:15,28,10,2,True,escalated_to_human,negative,2.0,False
TKT-C003-02740,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,refund_request,Moscow,2024-04-28 09:48:30,2024-04-28 10:09:30,21,27,12,True,escalated_to_human,negative,2.0,False
TKT-C003-02741,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,damaged_goods,Samara,2024-03-14 21:28:00,2024-03-14 21:41:00,13,14,8,False,resolved_by_ai,negative,3.0,False
TKT-C003-02742,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,delivery_delay,Perm,2024-04-15 05:18:23,2024-04-15 05:38:23,20,24,9,True,escalated_to_human,negative,,False
TKT-C003-02743,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,tracking_issue,Perm,2024-03-19 23:55:31,2024-03-20 00:25:31,30,24,8,False,resolved_by_ai,positive,5.0,False
TKT-C003-02744,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,invoice,Novosibirsk,2024-02-06 11:54:13,2024-02-06 13:07:13,73,7,2,False,resolved_by_ai,positive,4.0,False
TKT-C003-02745,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,address_change,Rostov-on-Don,2024-03-17 14:26:29,2024-03-17 14:40:29,14,14,3,False,resolved_by_ai,neutral,3.0,False
TKT-C003-02746,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,delivery_delay,Rostov-on-Don,2024-05-24 02:29:28,2024-05-24 03:07:28,38,21,2,False,resolved_by_ai,neutral,3.0,False
TKT-C003-02747,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,address_change,Yekaterinburg,2024-06-06 03:18:59,2024-06-06 03:35:59,17,13,7,False,resolved_by_ai,positive,4.0,False
TKT-C003-02748,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,delivery_delay,Volgograd,2024-05-26 10:38:55,2024-05-26 11:49:55,71,21,3,False,resolved_by_ai,positive,,False
TKT-C003-02749,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,damaged_goods,Kazan,2024-05-16 18:22:11,2024-05-16 18:52:11,30,2,7,False,resolved_by_ai,positive,4.0,False
TKT-C003-02750,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,lost_parcel,Ufa,2024-03-22 23:43:14,2024-03-23 01:08:14,85,19,2,False,resolved_by_ai,neutral,4.0,False
TKT-C003-02751,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,invoice,Novosibirsk,2024-02-01 06:48:09,2024-02-01 07:09:09,21,12,2,False,resolved_by_ai,positive,1.0,False
TKT-C003-02752,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,pickup_request,Voronezh,2024-04-02 21:47:38,2024-04-02 22:02:38,15,11,3,False,resolved_by_ai,positive,3.0,False
TKT-C003-02753,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,address_change,Kazan,2024-05-11 15:57:29,2024-05-11 16:03:29,6,12,8,False,resolved_by_ai,positive,4.0,False
TKT-C003-02754,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,refund_request,Omsk,2024-02-15 01:12:40,2024-02-15 01:20:40,8,17,7,False,resolved_by_ai,positive,,False
TKT-C003-02755,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,delivery_delay,Novosibirsk,2024-06-03 03:17:33,2024-06-03 03:33:33,16,23,8,False,resolved_by_ai,positive,3.0,False
TKT-C003-02756,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,lost_parcel,Volgograd,2024-06-12 13:33:38,2024-06-12 13:44:38,11,26,8,False,resolved_by_ai,positive,,False
TKT-C003-02757,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,tracking_issue,Ufa,2024-04-04 04:32:52,2024-04-04 05:16:52,44,10,7,False,resolved_by_ai,positive,5.0,False
TKT-C003-02758,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,address_change,Krasnoyarsk,2024-05-12 16:15:54,2024-05-12 16:37:54,22,11,1,False,resolved_by_ai,negative,4.0,False
TKT-C003-02759,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,chat,refund_request,Volgograd,2024-01-26 05:37:20,2024-01-26 06:13:20,36,30,7,False,resolved_by_ai,positive,3.0,False
TKT-C003-02760,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,invoice,Krasnoyarsk,2024-06-19 16:51:26,2024-06-19 17:47:26,56,13,4,False,resolved_by_ai,neutral,1.0,False
TKT-C003-02761,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,lost_parcel,Novosibirsk,2024-06-24 18:48:23,2024-06-24 19:27:23,39,28,1,False,resolved_by_ai,negative,1.0,False
TKT-C003-02762,C003,SwiftDeliver,Logistics & Delivery,AGT-LITE-1,TargetAI Lite v1.0,Lite,email,invoice,Voronezh,2024-03-08 09:15:34,2024-03-08 09:50:34,35,25,6,False,resolved_by_ai,negative,2.0,False
